kepoi_name,period_days,orbital_dist_AU,planet_radius_earth,planet_type,stellar_mass_solar,stellar_temp_K,luminosity_solar,hz_inner_AU,hz_outer_AU,in_habitable_zone,koi_kepmag
K05375.01,285.3746,0.7931,5.94,Gas Giant,0.817,5142.0,4.7641,2.0735,2.9903,False,13.863
K05497.01,93.3597,0.4309,1.05,Rocky (Earth-like),1.224,6809.0,5.3978,2.2072,3.1829,False,10.926
K05500.01,84.9344,0.3802,1.6,Super-Earth,1.016,6290.0,2.733,1.5705,2.2649,False,13.67
K05502.01,421.9819,1.206,2.02,Mini-Neptune,1.314,6760.0,4.3003,1.97,2.841,False,12.338
K05629.01,192.1387,0.678,1.93,Super-Earth,1.126,6065.0,2.9885,1.6423,2.3684,False,12.534
K05379.01,520.6552,1.4234,7.58,Gas Giant,1.419,5227.0,12.4583,3.3532,4.8356,False,12.518
K05632.01,264.4666,0.86,2.61,Mini-Neptune,1.213,6551.0,2.5244,1.5094,2.1767,False,11.154
K05633.01,151.7788,0.6434,4.35,Gas Giant,1.542,6328.0,14.1304,3.5711,5.1499,False,11.141
K05635.01,113.9932,0.5693,2.23,Mini-Neptune,1.894,7892.0,21.6834,4.4237,6.3795,False,11.176
K05761.01,6.1329,0.0719,1.56,Super-Earth,1.316,5877.0,4.4281,1.9991,2.8829,False,13.421
K05388.01,137.3962,0.5693,3.38,Mini-Neptune,1.304,5425.0,5.4779,2.2235,3.2065,False,13.668
K05389.01,365.7399,0.9388,1.73,Super-Earth,0.825,5420.0,0.7032,0.7966,1.1488,True,12.962
K05511.01,74.8336,0.3555,1.68,Super-Earth,1.07,5933.0,3.63,1.81,2.6102,False,12.395
K05514.01,102.1008,0.4735,2.63,Mini-Neptune,1.358,6359.0,4.913,2.1057,3.0366,False,13.845
K05515.01,6.2635,0.0651,6.46,Gas Giant,0.936,6247.0,1.948,1.3259,1.9121,False,13.952
K05517.01,335.4314,1.123,7.12,Gas Giant,1.679,5172.0,14.3084,3.5935,5.1822,False,13.938
K05639.01,279.2196,0.8634,4.92,Gas Giant,1.101,5159.0,4.3096,1.9722,2.8441,False,13.845
K05640.01,348.666,1.0516,9.56,Gas Giant,1.276,5183.0,15.4822,3.738,5.3906,False,12.038
K05642.01,222.2806,0.7773,2.56,Mini-Neptune,1.268,6543.0,3.8543,1.8651,2.6896,False,12.401
K05393.01,248.4218,0.8918,18.92,Super-Jupiter,1.533,4895.0,21.284,4.3828,6.3204,False,13.586
K04367.01,170.9941,0.6069,2.34,Mini-Neptune,1.02,6263.0,1.2537,1.0637,1.534,False,13.985
K05898.01,76.3792,0.3284,1.73,Super-Earth,0.81,5451.0,0.694,0.7914,1.1413,False,13.717
K05899.01,58.6692,0.2916,1.28,Super-Earth,0.961,5548.0,0.8264,0.8636,1.2454,False,13.899
K05900.01,355.8473,1.0814,1.68,Super-Earth,1.332,6823.0,4.3342,1.9778,2.8522,False,13.127
K05901.01,61.6111,0.323,1.29,Super-Earth,1.184,6533.0,3.1395,1.6833,2.4275,False,12.332
K05907.01,587.3816,1.8946,36.77,Super-Jupiter,2.629,4784.0,65.8695,7.7102,11.1189,False,13.715
K05910.01,91.2403,0.4051,1.75,Super-Earth,1.065,6493.0,2.3155,1.4456,2.0847,False,13.89
K05912.01,359.8547,1.0493,2.25,Mini-Neptune,1.19,6495.0,2.1782,1.4021,2.0219,False,13.728
K05919.01,290.1961,0.9126,2.35,Mini-Neptune,1.204,6238.0,2.6742,1.5535,2.2404,False,13.511
K05921.01,175.4528,0.7046,3.96,Mini-Neptune,1.516,6184.0,14.3235,3.5954,5.185,False,13.086
K05923.01,366.6846,1.2681,10.75,Gas Giant,2.023,5090.0,14.8277,3.6581,5.2754,False,13.026
K05925.01,93.006,0.4071,1.97,Super-Earth,1.04,5518.0,2.5241,1.5093,2.1766,False,12.979
K04235.01,66.6431,0.3482,3.15,Mini-Neptune,1.268,6609.0,3.4612,1.7674,2.5488,False,13.224
K05933.01,236.5064,0.8456,10.37,Gas Giant,1.442,5066.0,8.9883,2.8481,4.1073,False,13.856
K05934.01,19.3855,0.1312,6.13,Gas Giant,0.801,5432.0,0.6511,0.7666,1.1055,False,13.891
K05937.01,357.5885,1.1404,3.53,Mini-Neptune,1.547,7435.0,9.6489,2.951,4.2556,False,13.382
K05938.01,545.2056,1.3372,1.66,Super-Earth,1.073,6273.0,1.8533,1.2933,1.8651,True,12.812
K05939.01,105.0534,0.4561,1.52,Super-Earth,1.147,6471.0,2.0088,1.3465,1.9417,False,13.724
K05941.01,44.706,0.2217,60.47,Super-Jupiter,0.727,5509.0,0.5435,0.7004,1.01,False,13.783
K05942.01,125.2778,0.6171,15.75,Super-Jupiter,1.997,5119.0,36.8882,5.7699,8.3208,False,13.325
K04246.02,8.7562,0.0844,1.58,Super-Earth,1.046,5841.0,1.5928,1.199,1.729,False,13.382
K05945.01,40.7282,0.269,4.58,Gas Giant,1.566,6531.0,8.1247,2.7079,3.905,False,12.717
K05948.01,398.5131,0.9961,1.23,Rocky (Earth-like),0.83,5776.0,0.5753,0.7206,1.0391,True,13.843
K05949.01,559.7856,1.3342,1.88,Super-Earth,1.011,6201.0,1.6374,1.2156,1.7531,True,13.295
K05950.01,109.4395,0.4196,1.0,Rocky (Earth-like),0.823,5359.0,0.4063,0.6055,0.8733,False,13.718
K04323.01,11.4958,0.1036,1.62,Super-Earth,1.123,6290.0,3.1852,1.6955,2.4451,False,13.582
K05954.01,73.909,0.3461,0.94,Rocky (Earth-like),1.012,5865.0,0.8946,0.8985,1.2958,False,13.144
K05960.01,32.4185,0.1878,1.62,Super-Earth,0.84,5622.0,1.8611,1.296,1.869,False,13.325
K05964.01,32.0332,0.2043,0.85,Rocky (Earth-like),1.108,6039.0,1.2053,1.043,1.5041,False,13.186
K05845.01,22.266,0.1717,1.18,Rocky (Earth-like),1.363,6888.0,4.4957,2.0143,2.9048,False,11.299
K05847.01,277.1143,1.0502,17.56,Super-Jupiter,2.012,5117.0,35.0534,5.6246,8.1112,False,12.348
K05848.01,323.1594,0.8869,3.41,Mini-Neptune,0.891,5251.0,2.2371,1.4209,2.0491,False,13.789
K05967.01,22.8632,0.195,4.84,Gas Giant,1.893,5043.0,13.7853,3.5272,5.0866,False,12.26
K05968.01,97.9424,0.444,2.29,Mini-Neptune,1.217,5997.0,6.0537,2.3374,3.3708,False,11.366
K05971.01,493.3057,0.9975,1.08,Rocky (Earth-like),0.544,4558.0,0.1163,0.324,0.4672,False,13.771
K05973.01,419.9337,1.124,1.82,Super-Earth,1.074,6686.0,1.988,1.3395,1.9317,False,12.71
K05974.01,4.7682,0.0477,0.49,Rocky (Earth-like),0.638,4680.0,0.1813,0.4045,0.5833,False,13.442
K05979.01,37.7935,0.2274,0.89,Rocky (Earth-like),1.098,6178.0,1.5132,1.1686,1.6853,False,11.982
K05859.01,172.6219,0.7623,26.09,Super-Jupiter,1.983,5119.0,53.7778,6.9667,10.0467,False,13.414
K05860.01,264.7081,0.8754,6.17,Gas Giant,1.277,5283.0,5.9061,2.3087,3.3294,False,13.581
K05864.01,35.9217,0.1957,1.38,Super-Earth,0.775,5161.0,0.4375,0.6284,0.9062,False,13.791
K05866.01,102.3006,0.4543,35.36,Super-Jupiter,1.195,4895.0,45.8548,6.433,9.2771,False,13.83
K05867.01,359.8455,1.2122,14.76,Super-Jupiter,1.835,4945.0,23.5963,4.6147,6.6549,False,12.117
K05868.01,22.7783,0.1649,1.89,Super-Earth,1.153,6538.0,3.5763,1.7966,2.5908,False,13.787
K05870.01,132.114,0.4077,0.75,Rocky (Earth-like),0.518,4342.0,0.0872,0.2805,0.4046,False,13.586
K05873.01,217.1701,0.9163,109061.0,Super-Jupiter,2.176,5083.0,82.3091,8.6188,12.4292,False,12.446
K05874.01,287.3311,0.8176,2.07,Mini-Neptune,0.883,5426.0,0.7886,0.8436,1.2166,False,13.618
K05881.01,134.3587,0.5412,1.27,Super-Earth,1.171,6948.0,4.2936,1.9685,2.8388,False,11.083
K05883.01,198.7812,0.7141,1.69,Super-Earth,1.229,6493.0,3.2336,1.7083,2.4636,False,12.752
K05886.01,284.8718,0.8898,1.84,Super-Earth,1.158,6437.0,4.8422,2.0905,3.0147,False,13.074
K04287.01,13.1231,0.1155,0.98,Rocky (Earth-like),1.194,6344.0,3.3444,1.7373,2.5054,False,11.265
K04287.02,9.6184,0.0939,0.76,Rocky (Earth-like),1.194,6344.0,3.3444,1.7373,2.5054,False,11.265
K06180.02,58.9256,0.3492,1.5,Super-Earth,1.636,7282.0,12.3889,3.3438,4.8221,False,12.044
K03444.04,14.1502,0.093,0.74,Rocky (Earth-like),0.536,3705.0,0.0473,0.2066,0.298,False,13.693
K03456.02,486.127,1.1986,1.18,Rocky (Earth-like),0.972,6008.0,1.3184,1.0908,1.5731,True,12.988
K04647.02,12.0086,0.1041,2.08,Mini-Neptune,1.042,5303.0,2.7369,1.5716,2.2665,False,13.726
K04657.02,10.4315,0.0884,0.77,Rocky (Earth-like),0.848,5361.0,0.444,0.633,0.9129,False,13.241
K06093.02,27.2498,0.2193,4.49,Gas Giant,1.894,5440.0,16.0817,3.8097,5.494,False,13.33
K06097.02,88.4331,0.4209,1.7,Super-Earth,1.272,7092.0,5.2784,2.1826,3.1475,False,12.749
K06097.03,282.3431,0.9127,2.35,Mini-Neptune,1.272,7092.0,5.2784,2.1826,3.1475,False,12.749
K03878.02,15.3573,0.1222,1.42,Super-Earth,1.032,5818.0,0.9994,0.9497,1.3696,False,12.72
K05987.01,5.2885,0.0793,55.28,Super-Jupiter,2.376,4918.0,44.1253,6.3106,9.1005,False,11.317
K06097.04,126.5057,0.5344,1.51,Super-Earth,1.272,7092.0,5.2784,2.1826,3.1475,False,12.749
K06100.02,117.6846,0.4783,1.52,Super-Earth,1.054,6362.0,2.4044,1.4731,2.1243,False,13.036
K01616.02,34.7754,0.2184,0.67,Rocky (Earth-like),1.149,6028.0,1.2986,1.0826,1.5612,False,11.538
K06194.01,42.2947,0.3159,140.14,Super-Jupiter,2.351,4926.0,32.5459,5.4197,7.8157,False,12.057
K04034.02,11.6089,0.1217,46.44,Super-Jupiter,1.786,6303.0,17.6453,3.9906,5.7549,False,13.487
K00649.02,10.209,0.1013,0.92,Rocky (Earth-like),1.33,6188.0,3.0554,1.6606,2.3947,False,13.31
K06102.01,54.2916,0.3104,1.67,Super-Earth,1.353,6711.0,4.4573,2.0057,2.8924,False,10.915
K06103.02,122.8054,0.5559,118.62,Super-Jupiter,1.519,5874.0,9.6517,2.9514,4.2562,False,13.436
K01628.03,37.8404,0.2361,1.76,Super-Earth,1.226,6243.0,1.7993,1.2743,1.8377,False,12.949
K04246.02,8.7563,0.0843,1.12,Rocky (Earth-like),1.044,5839.0,1.5701,1.1904,1.7167,False,13.382
K04287.02,9.6183,0.0934,0.85,Rocky (Earth-like),1.173,6134.0,3.5212,1.7827,2.5708,False,11.265
K04435.02,17.8694,0.1368,0.81,Rocky (Earth-like),1.069,6328.0,1.4763,1.1543,1.6646,False,13.517
K06108.01,485.923,1.1281,1.07,Rocky (Earth-like),0.811,5551.0,0.7802,0.8391,1.2101,True,12.12
K06111.01,228.6541,0.8973,3.63,Mini-Neptune,1.843,6845.0,14.0834,3.5651,5.1413,False,12.914
K01839.02,80.4104,0.3411,4.93,Gas Giant,0.819,5476.0,2.2581,1.4276,2.0587,False,13.237
K04457.01,79.3321,0.3646,1.6,Super-Earth,1.027,6384.0,1.9709,1.3337,1.9233,False,13.815
K07873.01,1.9319,0.0304,0.57,Rocky (Earth-like),1.0,5896.0,0.9058,0.9041,1.3039,False,13.5
K07863.01,5.2449,0.0562,0.52,Rocky (Earth-like),0.862,5823.0,0.7952,0.8472,1.2217,False,13.695
K06118.01,571.2809,1.5028,3.65,Mini-Neptune,1.387,7081.0,5.9124,2.31,3.3312,False,12.767
K06118.02,4.6619,0.0609,1.16,Rocky (Earth-like),1.387,7081.0,5.9124,2.31,3.3312,False,12.767
K06214.02,154.5369,0.6057,4.1,Gas Giant,1.241,6049.0,7.6404,2.6259,3.7869,False,13.654
K04913.02,8.9738,0.1004,2.96,Mini-Neptune,1.677,6537.0,13.112,3.44,4.9608,False,13.36
K04567.02,4.6725,0.0548,1.11,Rocky (Earth-like),1.006,6146.0,1.2471,1.0609,1.5299,False,13.775
K02533.03,26.1153,0.1889,2.38,Mini-Neptune,1.319,5190.0,5.52,2.232,3.2188,False,13.274
K06141.01,96.5092,0.5003,860.3,Super-Jupiter,1.793,7343.0,22.7771,4.5339,6.5384,False,8.655
K06142.02,111.6555,0.5242,2121.0,Super-Jupiter,1.541,6967.0,7.3367,2.5732,3.7108,False,13.735
K06239.01,406.4962,1.058,1.77,Super-Earth,0.956,5847.0,0.8195,0.86,1.2402,True,13.893
K00353.03,11.1619,0.1027,1.97,Super-Earth,1.158,6200.0,3.5657,1.7939,2.587,False,13.374
K06242.03,78.8668,0.3919,1.3,Super-Earth,1.291,6907.0,3.8944,1.8748,2.7036,False,12.914
K06245.01,144.1026,0.5461,1.67,Super-Earth,1.046,6528.0,2.5867,1.5279,2.2034,False,12.431
K06245.02,112.3174,0.4625,1.77,Super-Earth,1.046,6528.0,2.5867,1.5279,2.2034,False,12.431
K06246.01,9.1332,0.0867,1.48,Super-Earth,1.041,6122.0,1.1712,1.0281,1.4826,False,11.767
K02086.04,335.5631,0.9771,1.83,Super-Earth,1.105,6200.0,2.7797,1.5839,2.2841,False,13.959
K00337.02,154.6074,0.5668,1.56,Super-Earth,1.016,6017.0,1.0193,0.9591,1.3832,False,13.936
K02194.03,445.2169,1.0602,1.37,Super-Earth,0.802,5670.0,0.8369,0.8691,1.2533,True,13.865
K06068.01,6.1503,0.0874,100.03,Super-Jupiter,2.357,8914.0,46.5624,6.4825,9.3484,False,10.622
K02281.02,455.274,1.1095,1.54,Super-Earth,0.879,5178.0,0.4316,0.6241,0.9,False,13.829
K00365.02,117.761,0.4501,0.62,Rocky (Earth-like),0.877,5564.0,0.6213,0.7488,1.0799,False,11.195
K00266.02,47.744,0.2691,1.74,Super-Earth,1.14,5949.0,1.8758,1.3011,1.8763,False,11.472
K06168.01,131.2587,0.5369,1.59,Super-Earth,1.198,6443.0,2.4081,1.4742,2.126,False,12.236
K06168.02,75.073,0.3699,1.09,Rocky (Earth-like),1.198,6443.0,2.4081,1.4742,2.126,False,12.236
K02610.02,115.2307,0.5308,4.02,Gas Giant,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02869.02,274.743,0.8468,2.16,Mini-Neptune,1.073,6277.0,2.0291,1.3532,1.9515,False,13.749
K06173.01,214.013,0.7589,1.54,Super-Earth,1.273,6698.0,3.3893,1.749,2.5222,False,12.445
K06176.01,143.0969,0.5924,1.48,Super-Earth,1.354,6725.0,3.1492,1.6859,2.4312,False,11.538
K02971.02,31.9534,0.2165,1.65,Super-Earth,1.325,6313.0,3.0669,1.6637,2.3992,False,12.742
K03214.02,25.0902,0.1746,1.35,Super-Earth,1.127,6033.0,3.7998,1.8518,2.6706,False,12.014
K06093.01,20.5736,0.1818,3.86,Mini-Neptune,1.894,5440.0,16.0817,3.8097,5.494,False,13.33
K01151.04,17.4533,0.1233,0.81,Rocky (Earth-like),0.82,5516.0,0.6653,0.7749,1.1175,False,13.404
K01151.05,21.7203,0.1426,0.88,Rocky (Earth-like),0.82,5516.0,0.6653,0.7749,1.1175,False,13.404
K01613.02,94.094,0.406,1.02,Rocky (Earth-like),1.008,6044.0,2.1083,1.3794,1.9892,False,11.049
K02004.03,1.7211,0.0279,0.59,Rocky (Earth-like),0.98,5798.0,0.9305,0.9164,1.3215,False,13.351
K02059.02,2.1857,0.0307,0.51,Rocky (Earth-like),0.806,4996.0,0.3111,0.5299,0.7641,False,12.906
K02029.04,4.7885,0.0524,0.6,Rocky (Earth-like),0.836,5238.0,0.3819,0.5871,0.8466,False,12.957
K02158.02,6.6823,0.0669,1.01,Rocky (Earth-like),0.896,5445.0,1.6811,1.2317,1.7763,False,13.052
K02135.02,20.189,0.1481,1.25,Super-Earth,1.064,6327.0,1.985,1.3385,1.9302,False,13.573
K02585.03,7.8784,0.0801,1.06,Rocky (Earth-like),1.104,6474.0,3.1024,1.6733,2.4131,False,13.455
K04435.01,10.8615,0.0981,0.84,Rocky (Earth-like),1.069,6328.0,1.4763,1.1543,1.6646,False,13.517
K02590.02,22.7889,0.1674,1.18,Rocky (Earth-like),1.204,6440.0,4.227,1.9532,2.8167,False,11.638
K02563.02,6.2614,0.0675,0.84,Rocky (Earth-like),1.046,6384.0,1.8727,1.3,1.8748,False,13.973
K04435.02,17.8694,0.1368,0.81,Rocky (Earth-like),1.069,6328.0,1.4763,1.1543,1.6646,False,13.517
K02722.05,16.5339,0.1327,1.21,Rocky (Earth-like),1.14,6522.0,2.3964,1.4706,2.1208,False,13.268
K02859.04,2.9051,0.035,0.57,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K02732.04,24.5608,0.1708,0.86,Rocky (Earth-like),1.102,6086.0,1.5193,1.171,1.6887,False,12.805
K02949.02,3.7503,0.05,1.13,Rocky (Earth-like),1.187,6197.0,4.2018,1.9473,2.8083,False,13.313
K03384.01,10.5484,0.0964,1.15,Rocky (Earth-like),1.074,6053.0,1.431,1.1364,1.6389,False,13.204
K03398.03,4.3271,0.0526,0.94,Rocky (Earth-like),1.035,6444.0,1.4139,1.1296,1.629,False,13.489
K03190.01,8.953,0.0847,0.73,Rocky (Earth-like),1.012,6280.0,1.738,1.2524,1.8061,False,11.458
K03194.01,10.8131,0.1045,14.77,Super-Jupiter,1.302,6531.0,3.8211,1.857,2.678,False,11.487
K03196.01,4.9606,0.0607,0.64,Rocky (Earth-like),1.21,6422.0,2.957,1.6336,2.3558,False,11.525
K03196.02,6.883,0.0755,0.81,Rocky (Earth-like),1.21,6422.0,2.957,1.6336,2.3558,False,11.525
K03340.01,8.954,0.0822,0.86,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03340.02,13.7281,0.1093,1.0,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03202.01,92.4648,0.3806,1.76,Super-Earth,0.86,5316.0,2.0031,1.3445,1.939,False,11.784
K03203.01,96.8172,0.4325,2.12,Mini-Neptune,1.151,7095.0,5.2735,2.1816,3.1461,False,11.816
K03204.01,0.5729,0.0156,1.57,Super-Earth,1.553,7338.0,6.6013,2.4408,3.5199,False,11.825
K03419.01,58.5851,0.3034,120.63,Super-Jupiter,1.085,6391.0,2.6557,1.5482,2.2326,False,13.061
K03208.01,2.1317,0.0355,1.26,Super-Earth,1.313,5884.0,4.2417,1.9566,2.8216,False,11.893
K03209.01,11.9126,0.1033,1.31,Super-Earth,1.037,6603.0,2.3387,1.4528,2.0951,False,11.915
K03224.01,3.4386,0.0422,0.56,Rocky (Earth-like),0.847,5431.0,0.4737,0.6538,0.9429,False,12.192
K03225.01,4.8754,0.0548,0.82,Rocky (Earth-like),0.924,5511.0,1.5442,1.1805,1.7024,False,12.207
K00332.02,6.8668,0.0736,0.81,Rocky (Earth-like),1.126,5716.0,1.5181,1.1705,1.688,False,13.046
K03371.01,58.1266,0.2618,1.05,Rocky (Earth-like),0.708,5356.0,0.3464,0.5591,0.8063,False,13.747
K03236.01,7.1305,0.0754,0.68,Rocky (Earth-like),1.124,6435.0,1.9575,1.3292,1.9168,False,12.31
K03310.01,20.5513,0.1462,1.23,Rocky (Earth-like),0.986,5624.0,0.7174,0.8046,1.1604,False,13.55
K03242.01,1.5495,0.0329,1.32,Super-Earth,1.976,7382.0,20.948,4.3481,6.2704,False,12.374
K03161.01,6.0941,0.0743,80.64,Super-Jupiter,1.474,6790.0,5.3569,2.1988,3.1709,False,9.58
K03248.01,6.9126,0.0682,0.65,Rocky (Earth-like),0.885,5680.0,1.0832,0.9887,1.4259,False,12.419
K03165.01,4.1176,0.0553,1.09,Rocky (Earth-like),1.33,6422.0,5.2229,2.1711,3.131,False,10.335
K03168.01,56.3481,0.2996,1.16,Rocky (Earth-like),1.13,5968.0,2.8774,1.6115,2.3239,False,10.455
K03515.01,82.1376,0.3726,241.28,Super-Jupiter,1.023,6395.0,2.1861,1.4046,2.0256,False,12.261
K03520.01,135.586,0.5189,72.72,Super-Jupiter,1.014,6074.0,1.3799,1.116,1.6093,False,13.674
K03602.01,249.3625,0.7354,147.95,Super-Jupiter,0.853,5940.0,1.1621,1.0241,1.4769,False,13.867
K03522.01,241.0715,1.0034,21093.1,Super-Jupiter,2.319,9541.0,37.94,5.8516,8.4386,False,10.656
K03608.01,244.8327,0.7652,44.19,Super-Jupiter,0.997,6105.0,1.2289,1.0531,1.5187,False,13.556
K03528.01,165.4058,0.5895,114.44,Super-Jupiter,0.999,6061.0,5.7806,2.2841,3.2939,False,12.724
K03536.01,156.5166,0.5625,61.35,Super-Jupiter,0.969,6002.0,1.3681,1.1112,1.6024,False,13.375
K03541.01,421.4297,1.1533,8312.25,Super-Jupiter,1.152,6235.0,3.9556,1.8894,2.7248,False,13.769
K03473.01,27.6371,0.1929,8044.45,Super-Jupiter,1.254,5214.0,3.9058,1.8775,2.7075,False,13.851
K03557.01,243.8213,0.7742,45.02,Super-Jupiter,1.041,6462.0,2.1894,1.4057,2.0271,False,13.297
K03560.01,1.5018,0.0235,70.1,Super-Jupiter,0.769,6466.0,1.534,1.1766,1.6968,False,11.825
K03421.01,40.6507,0.255,1.6,Super-Earth,1.339,6535.0,2.6936,1.5592,2.2485,False,13.935
K03573.01,43.5622,0.248,112.79,Super-Jupiter,1.072,6403.0,2.2299,1.4186,2.0458,False,13.676
K03496.02,8.5436,0.09,94.69,Super-Jupiter,1.333,6602.0,4.8394,2.0899,3.0138,False,13.932
K03583.01,210.3063,0.8204,106.18,Super-Jupiter,1.665,7591.0,12.1199,3.3073,4.7695,False,12.504
K03500.02,4.7484,0.0551,0.57,Rocky (Earth-like),0.988,6085.0,1.1384,1.0136,1.4617,False,13.214
K03506.01,12.6253,0.1152,77.91,Super-Jupiter,1.278,6878.0,6.8275,2.4823,3.5797,False,12.933
K03444.01,12.6714,0.0897,0.82,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K03444.02,60.3267,0.2539,29.78,Super-Jupiter,0.6,3842.0,0.0699,0.2512,0.3622,True,13.693
K03444.03,2.636,0.0315,0.55,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K03907.01,28.6433,0.1897,166.0,Super-Jupiter,1.11,6498.0,4.0388,1.9092,2.7533,False,12.642
K03782.01,186.517,0.7183,35.61,Super-Jupiter,1.421,5018.0,5.0857,2.1424,3.0896,False,13.529
K03783.01,197.1455,0.7897,61.72,Super-Jupiter,1.69,7214.0,9.0982,2.8655,4.1324,False,12.962
K03991.01,1.5706,0.023,1.1,Rocky (Earth-like),0.66,5565.0,0.4133,0.6107,0.8808,False,13.14
K03787.01,141.734,0.5313,1650.26,Super-Jupiter,0.996,5993.0,1.3979,1.1232,1.6198,False,13.891
K03864.02,18.2574,0.1215,0.87,Rocky (Earth-like),0.717,5019.0,0.3177,0.5355,0.7722,False,12.914
K03720.01,213.3991,0.7709,28.34,Super-Jupiter,1.342,6953.0,4.5004,2.0153,2.9063,False,13.381
K03875.01,8.8704,0.0806,13045.6,Super-Jupiter,0.888,6022.0,2.7046,1.5623,2.2531,False,13.579
K03947.02,22.7355,0.1571,89.11,Super-Jupiter,1.0,5780.0,1.0014,0.9507,1.371,False,13.38
K03880.01,1.8037,0.0295,1.03,Rocky (Earth-like),1.054,6438.0,2.0955,1.3752,1.9832,False,10.762
K03811.01,290.1402,0.7616,6.53,Gas Giant,0.7,5551.0,0.4959,0.669,0.9648,True,13.906
K03886.01,5.5665,0.0786,34.67,Super-Jupiter,2.088,4781.0,73.6687,8.1539,11.7588,False,9.837
K03890.01,152.8277,0.6756,32.24,Super-Jupiter,1.761,4991.0,31.3659,5.3205,7.6727,False,13.226
K03891.01,47.1098,0.2647,29177.0,Super-Jupiter,1.115,5258.0,5.2998,2.187,3.1539,False,13.731
K03741.02,18.5774,0.14,1.59,Super-Earth,1.06,6432.0,2.7779,1.5834,2.2834,False,13.306
K03818.01,1.9085,0.0397,3.61,Mini-Neptune,2.294,9174.0,38.8034,5.9178,8.5341,False,11.721
K03823.01,202.1175,0.6661,5.5,Gas Giant,0.965,5817.0,0.7775,0.8377,1.208,False,13.922
K04251.01,6.2397,0.0653,1.78,Super-Earth,0.956,5751.0,1.2822,1.0757,1.5513,False,13.795
K04257.01,41.6755,0.2374,1.93,Super-Earth,1.027,5745.0,3.0378,1.6558,2.3878,False,13.34
K04123.01,44.623,0.2461,1.67,Super-Earth,0.998,6198.0,2.0325,1.3544,1.9532,False,13.519
K04129.01,2.3148,0.0322,0.73,Rocky (Earth-like),0.833,5240.0,0.5763,0.7212,1.04,False,13.506
K04198.01,1.1829,0.022,0.69,Rocky (Earth-like),1.022,6312.0,2.5003,1.5022,2.1663,False,12.638
K04273.01,17.3733,0.1341,0.97,Rocky (Earth-like),1.065,6122.0,1.6007,1.2019,1.7333,False,12.677
K04060.01,225.2621,0.709,1.96,Super-Earth,0.937,5984.0,0.9153,0.9089,1.3107,False,13.841
K04136.01,2.4175,0.0346,0.69,Rocky (Earth-like),0.943,5770.0,0.7236,0.8081,1.1654,False,13.955
K04136.02,4.0336,0.0486,0.74,Rocky (Earth-like),0.943,5770.0,0.7236,0.8081,1.1654,False,13.955
K04269.02,4.4408,0.0588,1.69,Super-Earth,1.373,5159.0,5.9588,2.319,3.3443,False,13.263
K04212.02,10.099,0.0926,1.06,Rocky (Earth-like),1.038,6185.0,1.5513,1.1832,1.7064,False,13.96
K04287.01,13.1231,0.1155,0.98,Rocky (Earth-like),1.194,6344.0,3.3444,1.7373,2.5054,False,11.265
K04288.02,9.0875,0.0872,0.75,Rocky (Earth-like),1.07,5989.0,1.7152,1.2442,1.7942,False,12.4
K04152.01,64.1836,0.3516,147.1,Super-Jupiter,1.407,6955.0,5.1812,2.1624,3.1184,False,12.972
K04011.01,2.1907,0.034,0.99,Rocky (Earth-like),1.092,6205.0,1.7164,1.2446,1.7949,False,12.521
K04226.01,49.5645,0.2751,1.71,Super-Earth,1.131,5818.0,2.2853,1.4361,2.0711,False,12.83
K04021.01,7.2353,0.084,2.04,Mini-Neptune,1.509,7232.0,9.2084,2.8828,4.1573,False,13.166
K04021.02,4.9321,0.065,1.63,Super-Earth,1.509,7232.0,9.2084,2.8828,4.1573,False,13.166
K04235.01,66.6431,0.3482,3.15,Mini-Neptune,1.268,6609.0,3.4612,1.7674,2.5488,False,13.224
K04022.01,4.8582,0.0548,0.91,Rocky (Earth-like),0.929,6110.0,1.4477,1.143,1.6484,False,13.269
K04097.02,4.4491,0.0457,0.6,Rocky (Earth-like),0.643,4358.0,0.1244,0.3351,0.4832,False,13.435
K04098.01,1.1217,0.0222,2.38,Mini-Neptune,1.157,5023.0,3.7753,1.8459,2.6619,False,13.875
K04245.01,24.6686,0.1777,1.94,Super-Earth,1.23,6028.0,2.7659,1.5799,2.2784,False,13.572
K04037.01,215.9599,0.7455,3.14,Mini-Neptune,1.185,6532.0,2.9503,1.6318,2.3532,False,12.853
K04457.01,79.3321,0.3646,1.6,Super-Earth,1.027,6384.0,1.9709,1.3337,1.9233,False,13.815
K04323.01,11.4958,0.1036,1.62,Super-Earth,1.123,6290.0,3.1852,1.6955,2.4451,False,13.582
K04462.01,45.163,0.2942,2.35,Mini-Neptune,1.665,7675.0,12.6402,3.3775,4.8708,False,11.069
K04329.01,17.801,0.1351,0.71,Rocky (Earth-like),1.037,6338.0,1.4739,1.1533,1.6632,False,12.018
